Florida Real Estate Postlicensing for Sales Associates,2.12,When must post-license education be completed?,During each license period after the initial renewal,During the first license period prior to license expiration,Prior to the license expiration date of every license period ,Within 1 year of initial licensure,b,
Florida Real Estate Postlicensing for Sales Associates,2.13,"If a licensee completes 3 hours of Core Law education each year during a license period, how many additional continuing education hours must be completed for that period?",14 hours,11 hours ,8 hours,6 hours,c,
Florida Real Estate Postlicensing for Sales Associates,2.14,Which of the following is NOT a requirement of reactivating an involuntary inactive license?,Completing a 28-hour education course ,Passing an end-of-course exam with a 70% score ,Having a hardship,Attending at least 90% of the instructional hours,c,
Florida Real Estate Postlicensing for Sales Associates,2.15,The DBPR is governed by,"F.S. Title IV, Section 20",F.S. Chapter 455,F.S. Chapter 120,F.S. Chapter 475,c,
Florida Real Estate Postlicensing for Sales Associates,2.16,All licenses expire ,on April 30 or October 31,on March 31 or September 30,2 years after the date of license issuance,on January 1 every 2 years,b,
Florida Real Estate Postlicensing for Sales Associates,2.17,"Sally’s first sales associate license was issued on March 15, 2029. When will her license expire? ","September 30, 2031","March 15, 2031","September 30, 2030","March 31, 2031",c,
Florida Real Estate Postlicensing for Sales Associates,2.18,"Sally’s first sales associate license was issued on March 15, 2029. What happens if Sally does not complete her post-license education before her license expiration date?",Sally has 2 additional years to complete the education and renew her license,She will be charged a late renewal fee,Her license will become involuntarily inactive until she completes the post-license education,Sally’s license will become null and void,d,
Florida Real Estate Postlicensing for Sales Associates,2.19,Sally is a member of the U.S. Navy. What must she do to renew her real estate license? ,Complete continuing education and apply for renewal ,Apply for renewal and pay the renewal fee,"Complete continuing education, apply for renewal, and pay the renewal fee",Sally is exempt from renewal requirements,d,
Florida Real Estate Postlicensing for Sales Associates,2.20,"If a licensee does not renew an active license by the expiration date, what happens? ",The license becomes voluntarily inactive,The license becomes null and void,The license becomes involuntarily inactive,"Nothing, the licensee is automatically given 2 years to renew the license",c,
Florida Real Estate Postlicensing for Sales Associates,2.21,"If a licensee changes employing brokers, he or she must notify the FREC of the change",immediately,within 30 days of the change,within 10 days after the change,There is no need to notify the FREC of an employing broker change,c,
Florida Real Estate Postlicensing for Sales Associates,3.1,"In an agency relationship, the principal is required to",promote the agent's best interests,accept the advice of the agent,provide sufficient information for the agent to complete the agent’s tasks,maintain confidentiality,c,
Florida Real Estate Postlicensing for Sales Associates,3.2,"A principal discloses that she would sell a property for $375,000. During the listing period, the house is marketed for $425,000. No offers come in, and the listing expires. Two weeks later, the agent grumbles to a customer that the seller would have sold for less than the listed price. Which of the following is true?",The agent has violated the duty of confidentiality,"The agent has fulfilled all fiduciary duties, including confidentiality, since the listing had expired",The agent is violating the duties owed this customer,The agent has created a dual agency situation with the customer,a,
Florida Real Estate Postlicensing for Sales Associates,3.3,"A principal instructs an agent to market a property only to families on the north side of town. The agent refuses to comply. In this case,",the agent has violated fiduciary duty,the agent has not violated fiduciary duty,the agent is liable for breaching the listing terms,the agent should obey the instruction to salvage the listing,b,
Florida Real Estate Postlicensing for Sales Associates,3.4,"An owner's agent is showing a buyer an apartment building. The buyer notices water stains on the ceiling, and informs the agent. The agent's best course of action is to",immediately contract to paint the ceiling,immediately contract to repair the roof,suggest the buyer make a lower-price offer,inform the seller,d,
Florida Real Estate Postlicensing for Sales Associates,3.5,An agent owes customers several duties. These may be best described as,"fairness, care, and honesty","obedience, confidentiality, and accounting","diligence, care, and loyalty","honesty, diligence, and skill",a,
Florida Real Estate Postlicensing for Sales Associates,3.6,"An agent fails to discover flood marks on the walls in the basement of a property. The agent sells the property, and the buyer later sues the agent for failing to mention the problem. In this case, the agent",may be guilty of intentional misrepresentation,has an exposure to a charge of negligent misrepresentation,"has little exposure, since the problem was not mentioned on the signed disclosure form","is not vulnerable, since the problem was not discovered",b,
Florida Real Estate Postlicensing for Sales Associates,3.7,"An agent informs a buyer that a clause in a contract is standard language. After explaining the clause, the agent assures the buyer that the clause does not mean anything significant. If something goes wrong with the transaction, the agent could be liable for",violating duties owed a customer,misinterpreting the clause,intentional misrepresentation,practicing law without a license,d,
Florida Real Estate Postlicensing for Sales Associates,3.8,"Agent Bob, who works for Broker Bill, obtains an owner listing to lease a building. Bill's other agent, Sue, locates a tenant for Bob's listing. This situation is illegal in Florida unless",Bob and Sue are implied agents,Bob and Sue are acting as transaction brokers,Bob and Sue are single agents,Sue is Bob’s subagent,b,
Florida Real Estate Postlicensing for Sales Associates,3.9,A licensee acting as a transaction broker,may not represent any party's interests to the detriment of the other party in the transaction,may not disclose material facts to any party in the transaction,must be obedient and loyal to both parties,must require that the principals share equally in paying the commission,a,
Florida Real Estate Postlicensing for Sales Associates,3.10,When may a licensee acting as a single agent transition to a transaction brokerage relationship with a principal?,Only before an offer has been presented,Only at the time of signing a listing agreement,Whenever the licensee and principal agree to do so,At no time; a single agent may not become a transaction broker,c,
Florida Real Estate Postlicensing for Sales Associates,3.11,What is a designated sales associate?,A sales associate designated by a broker to represent one party in a transaction while another associate of the broker is designated to represent the other party ,A sales associate designated by a broker to manage a branch office for the broker,A sales associate who is a signatory on a broker’s escrow account,An unlicensed person designated by a broker to perform a specific licensed task on a temporary basis,a,
Florida Real Estate Postlicensing for Sales Associates,3.12,For how long must a broker retain documents and records relating to a transaction?,One year,Three years,Five years,Permanently,c,
Florida Real Estate Postlicensing for Sales Associates,3.13,A single agency disclosure must be made,immediately prior to initial contact with a principal,at the time of signing a listing or representation agreement or before showing a property,immediately prior to substantive contact with any party,immediately following any offer executed by a buyer,b,
Florida Real Estate Postlicensing for Sales Associates,3.14,A licensee has a nonrepresentation relationship with a transaction principal. What fiduciary duties does the licensee owe to that person?,None,Confidentiality only,Loyalty and confidentiality,Skill and care,a,
Florida Real Estate Postlicensing for Sales Associates,3.15,Which type of brokerage relationship is illegal in Florida?,Single agency ,Transaction broker,Dual agency,Nonrepresentation,c,
Florida Real Estate Postlicensing for Sales Associates,3.16,Which duty is required in a nonrepresentation relationship?,Disclosing facts that materially affect the property’s value,"Using skill, care, and diligence in the transaction ",Limited confidentiality unless waived in writing,Presenting all offers and counteroffers in a timely manner,a,
Florida Real Estate Postlicensing for Sales Associates,3.17,Designated sales associates are used when,the brokerage wants to represent both the residential buyer and the residential seller,the nonresidential buyer and seller have assets of $1 million or more,any client requests the designation,the broker is handling any nonresidential sale,b,
Florida Real Estate Postlicensing for Sales Associates,3.18,Which of the following statements is true?,Transaction brokers owe fiduciary duties to their clients,The duty of limited confidentiality prevents the transaction broker from disclosing known material facts,Transaction brokers have no duty of undivided loyalty,Transaction brokers and single agents owe the same duties to their clients,c,
Florida Real Estate Postlicensing for Sales Associates,3.19,Brokerage relationship disclosure records must be retained ,until the transaction closes,for 2 years,for 5 years,only if related to a legal proceeding,c,
Florida Real Estate Postlicensing for Sales Associates,4.1,"If a licensee knows a negative material fact about a client’s property that the client has not disclosed, the licensee must",keep the fact confidential,report the seller to the local real estate board,disclose the information to others,change the seller’s disclosure form,c,
Florida Real Estate Postlicensing for Sales Associates,4.2,How does CERCLA concern real estate agents?,It may cause them to be held liable for improper disclosure of potential violations,It requires them to conduct Phase II Environmental Site Assessments,It makes them subject to Environmental Protection Agency orders,It absolves them of any responsibility for  knowing about environmental hazards,a,
Florida Real Estate Postlicensing for Sales Associates,4.3,Which of the following is a fact about home warranties that an agent should be sure a client knows?,"If the homeowner has paid an annual fee for the warranty, there are no additional charges for service",Conditions that pre-existed the coverage date of the warranty will not be covered,Any item that is not specifically excluded in the warranty contract may be assumed to be covered,Warranties are usually purchased to cover the full term of the mortgage loan,b,
Florida Real Estate Postlicensing for Sales Associates,4.4,What is an agent’s duty regarding inspections?,Personally conduct a detailed inspection of all major structures and systems,Accompany all inspectors as they inspect the agent’s listed property,"Disclose the result of any inspection, if known to the agent",Interview and hire inspectors for clients,c,
Florida Real Estate Postlicensing for Sales Associates,4.5,Under what circumstances may a licensee offer an opinion of title?,When the licensee develops the opinion of title with assistance from his employing broker,When the licensee obtains the opinion of title from an attorney and passes the information on to the client,When the licensee uses the abstract of title completed by the title company to develop the opinion of title,When the client does not wish to consult an attorney,b,
Florida Real Estate Postlicensing for Sales Associates,4.6,"In Florida, the unlicensed practice of law is a",misdemeanor of the third degree,first-degree felony,civil violation,third-degree felony,d,
Florida Real Estate Postlicensing for Sales Associates,4.7,"Sarah is a sales associate who handled the sale of John’s property. John paid the commission to Sarah’s employing broker, Stan, but Stan never paid Sarah her share of the commission. What can Sarah do?",Sue John for not paying Sarah directly,Sue Stan for not paying Sarah her share of the commission,Report Stan to the FREC for a license law violation,"Nothing, sales associates are not permitted to sue",b,
Florida Real Estate Postlicensing for Sales Associates,4.8,The listing agent knows that a home contains lead paint.  What are they consequently required to do?,They must disclose it because it is a title defect,They do not have to disclose it because they represent the seller,They have to disclose it because it is a property defect,The agent does not have to disclose it because it has been painted over,c,
Florida Real Estate Postlicensing for Sales Associates,4.9,What does the right of rescission allow the buyers to do?,It allows them to cancel the contract and regain their deposit,It gives the buyers the right to extend their inspection period,It allows the buyers to renegotiate the purchase price,It gives buyers the option to withdraw their contract and lease the home instead,a,
Florida Real Estate Postlicensing for Sales Associates,4.10,What is negative fraud?,Accidentally misrepresenting a material fact,Intentionally failing to disclose a material fact,When a real estate broker does not perform his or her required duties ,Writing a contract incorrectly,b,
Florida Real Estate Postlicensing for Sales Associates,4.11,Which kickbacks are legal?,All kickbacks are illegal,A finder’s fee of $100 ,Ones where all parties are verbally informed,Ones that RESPA or any other law does not prohibit,d,
Florida Real Estate Postlicensing for Sales Associates,4.12,What should licensees do if clients ask for an opinion of title?,They should refer them to an attorney or title company,They should share what they find alarming,They should tell them to talk to their lender about it,They should advise them not to be worried and that everything will be okay,a,
Florida Real Estate Postlicensing for Sales Associates,4.13,Which of the following property valuation methods must follow specific professional standards and regulations?,Sales associate’s price opinion,Comparative market analysis,Appraisal,Price-per-foot survey,c,
Florida Real Estate Postlicensing for Sales Associates,4.14,What are the repercussions of the unlicensed practice of law?,"Up to $100,000 in fines",Up to 5 years in prison,"No jail time, just a fine",Nothing,b,
Florida Real Estate Postlicensing for Sales Associates,4.15,In what situation can a licensee share his or her commission?,Licensees can never share their commission,Licensees can share their commission with the mortgage lender,They can share it with their unlicensed assistant as a gratuity for showing a home,Licensees can share their commission with buyers or sellers as long as it is in writing and disclosed to everyone involved in the transaction,d,
Florida Real Estate Postlicensing for Sales Associates,5.1,Real estate advertising is a regulated activity. One important restriction in placing ads is,a broker may only place blind ads in approved publications,a broker must have all advertising approved by the proper state regulatory agency,the advertising must not be misleading,sales agents may only advertise in their own name,c,
Florida Real Estate Postlicensing for Sales Associates,5.2,Which of the following is NOT a state mandated requirement for a broker’s office? ,Located in a building with stationary construction,Separate enclosed offices for each broker and associate,Located within State of Florida,Accessible to handicapped individuals,b,
Florida Real Estate Postlicensing for Sales Associates,5.3,Which of the following statements is true?,Only the broker’s main office must be registered,Closed branch offices may not be reopened,Sales associates’ names must be shown on all office signage,The registration for a closed branch office may not be transferred to a new branch office,d,
Florida Real Estate Postlicensing for Sales Associates,5.4,Advertising that does not include the broker’s licensed name is,appropriate for signage,considered fraud,considered blind advertising,appropriate for internet advertising,c,
Florida Real Estate Postlicensing for Sales Associates,5.5,"If a sales associate accepts as earnest money payment from a property buyer, what must the associate do with the check?",Cash it and wait for it to clear the bank before depositing the funds into an escrow account,Deposit the check into the brokerage’s escrow account within 48 hours,Turn the check over to the employing broker by end of the next business day,Give the check to the employing broker by end of the third business day following receipt of the check,c,
Florida Real Estate Postlicensing for Sales Associates,5.6,Brokers are required to deposit third party funds immediately. How does Florida define “immediately”?,The same day the broker received the funds ,No later than the end of the third business day following receipt of the funds,No later than the end of the next business day following receipt of the funds,Within 24 hours of receipt of the funds,b,
Florida Real Estate Postlicensing for Sales Associates,5.7,"If the parties to a transaction do not agree on the disbursement of escrow funds, the broker must notify the FREC",within 15 business days of the last demand,within 30 business days of the last demand,by end of the next business day,no later than the end of the third business day following the last demand,a,
Florida Real Estate Postlicensing for Sales Associates,5.8,An escrow conflict resolution procedure that places the funds into a court’s depository and removes the broker from the dispute is called,arbitration,escrow disbursement order,interpleader action,mediation,c,
Florida Real Estate Postlicensing for Sales Associates,5.9,Which of the following statements is true?,Sales associates are not permitted to use a trade name,Trade names are not included on the broker’s license,A broker need not have a new license issued if his trade name changes,"Once registered, a broker is prohibited from changing trade names",a,
Florida Real Estate Postlicensing for Sales Associates,5.10,Licenses changing employing brokers are prohibited from,listing the former broker’s trade name on a resume,acting as a cooperating broker with the former broker,performing any licensed acts under the new broker for six months,removing records from the previous broker’s office,d,
Florida Real Estate Postlicensing for Sales Associates,5.11,Which of the following must be included in a brokerage office’s signage?,The words “licensed real estate broker’,The company logo,Every real estate organization they are a part of,What real estate board the brokerage participates in,a,
Florida Real Estate Postlicensing for Sales Associates,5.12,What should a licensee be aware of if they are conducting cold calls?,That they are exempt from complying with the Do-Not-Call list,Phone calls before 8 a.m. and after 9 p.m. are prohibited,That cold calls by two or more licensees are illegal,That auto-dialers are only allowed if they are used for text messages,b,
Florida Real Estate Postlicensing for Sales Associates,5.13,What is mediation?,A legal procedure used if parties do not agree to arbitration,An informal conflict settlement procedure that is conducted by a qualified third party,A process conducted by one or more third party judges,A way for the broker to be removed from the dispute,b,
Florida Real Estate Postlicensing for Sales Associates,5.14,When can a licensee call a “for sale by owner”?,When they drive by the yard sign but do not have time to check the do-not-call list,If they see the advertisement online but do not check the do-not-call list,When they pretend to have a buyer in hopes of winning the listing,Only if the seller has a yard sign up and they are not on the do-not-call list,d,
Florida Real Estate Postlicensing for Sales Associates,5.15,"Within a given brokerage, which of the following is an appropriate real estate team name?",Anderson Realty,Tampa Bay Brokerage,The Adams Team,There are no rules about team names,c,
Florida Real Estate Postlicensing for Sales Associates,5.16,What does the TCPA stand for?,Texting Customers Protection Act,Telephone Consumer Protection Act,Texting Clients Protection Act,Telephone Clients Protection Act,b,
Florida Real Estate Postlicensing for Sales Associates,5.17,Which of the following supplements the TCPA in regards to e-mails?,CAN-SPAM Act,Do-Not-Email Act,Email Clients Protection Act,Email Solicitation Act,a,
Florida Real Estate Postlicensing for Sales Associates,6.1,The principal theme of federal fair housing laws is to,ensure all Americans a fair chance to own a home,prohibit discrimination in housing transactions,ensure that housing transactions are negotiated fairly,prohibit agents from dealing unfairly with clients and customers,b,
Florida Real Estate Postlicensing for Sales Associates,6.2,"It is illegal to discriminate in selling a house based on race, color, religion, or national origin. This is provided for through",the Civil Rights Act of 1866,Executive Order 11063,the Civil Rights Act of 1968,the Fair Housing Amendments Act of 1988,c,
Florida Real Estate Postlicensing for Sales Associates,6.3,"Which of the following laws or rulings extended discrimination to include gender, handicapped status, and family status?",Executive Order 11063,the Civil Rights Act of 1968,the Fair Housing Amendments Act of 1988,Jones v Mayer,c,
Florida Real Estate Postlicensing for Sales Associates,6.4,"An agent informs numerous families in a neighborhood that several minority families are planning to move into the immediate area, and that the trend could have adverse effects on property values. This activity is",blockbusting,legal but unprofessional redlining,discriminatory misrepresentation,negligent misrepresentation,a,
Florida Real Estate Postlicensing for Sales Associates,6.5,A minority family would like to buy a home in a certain price range. The agent shows the family all available properties in a neighborhood of families with similar backgrounds. The agent did not mention a number of homes in the family's price range in other neighborhoods. This agent could be liable for,blockbusting,providing unequal services,steering,nothing; his services were legal and acceptable,c,
Florida Real Estate Postlicensing for Sales Associates,6.6,"An agent does not like a particular minority buyer, and is very short with the person, refusing to engage in lengthy conversation or show him any properties. A second minority party visits the office the next day. The agent is very forthcoming, and shows the person five prospective properties. This agent could be liable for",providing unequal services,steering,misrepresentation,"nothing; both parties were minorities, and therefore no discrimination occurred",a,
Florida Real Estate Postlicensing for Sales Associates,6.7,"Following the client's recommendation, an agent conceals the availability of a property from an employed but pregnant and unmarried minority woman. This agent could be liable for",discriminatory misrepresentation,steering,violating fiduciary duty,nothing: an agent may show or not show any property at his or her discretion,a,
Florida Real Estate Postlicensing for Sales Associates,6.8,A condominium complex prohibits ownership of any unit by persons under 55 years of age. The association claims it has made the prohibition properly. Which of the following is true?,They are violating the Civil Rights Act of 1866,They are violating the Fair Housing Amendments Act of 1988,They are guilty of age discrimination,The prohibition may be legal,d,
Florida Real Estate Postlicensing for Sales Associates,6.9,"An owner suddenly pulls a property off the market after hearing from the agent on the phone that the agent had received a full-price offer from a minority party. The agent then informs the offeror that the home has been removed from the market and is unavailable. Which party or parties, if any, have violated fair housing laws?",The agent only,The owner only,The agent and the owner,Neither agent nor owner,c,
Florida Real Estate Postlicensing for Sales Associates,6.10,The parts of the Americans with Disabilities Act that most concern real estate agents are those that deal with,telecommunications and insurance,public accommodations and employment,state and local government,agency and public service,b,
Florida Real Estate Postlicensing for Sales Associates,6.11,"The Interstate Land Sales Full Disclosure Act requires developers to provide land buyers with a property disclosure report. Once the buyer receives the report, he may cancel the purchase contract",by end of business on the third day after receipt of the report,within 5 days of signing the contract,any time before midnight on the seventh day after signing the contract,by end of business on the fifth business day after receiving the report,c,
Florida Real Estate Postlicensing for Sales Associates,6.12,Which of the following acts is considered discriminatory?,Licensee Lou shows a family with children a home in close proximity to a school,"Joe owns an apartment building and has just interviewed a prospective tenant on the phone. When the tenant arrived to sign the lease, Joe realized the individual is Hispanic. Consequently, Joe refused to rent to this individual",A condominium association moves designated parking spaces for some residents to make room to designate handicapped parking for a disabled resident,Lou is showing a home to a Jewish family and points out the synagogue down the street,b,
Florida Real Estate Postlicensing for Sales Associates,6.13,Which of the following is not a requirement of the Florida Americans with Disabilities Accessibility Implementation Act?,Allowing a service dog to live in a no-pet apartment building,Installing a ramp at the entrance to an apartment building where a wheel-chair-bound tenant lives,Widening the bathroom doorways to 29 inches in a new apartment building,Providing handicapped parking in an apartment building’s parking lot,a,
Florida Real Estate Postlicensing for Sales Associates,6.14,"If a lease agreement does not indicate where a security deposit is to be held, the landlord must provide that information to the tenant",prior to signing the lease,within 15 business days of signing the lease,within 30 days of receiving the deposit,That information must be in the lease,c,
Florida Real Estate Postlicensing for Sales Associates,6.15,A landlord has _______ to notify a vacated tenant of a claim against the tenant’s security deposit,7 days,15 days,30 days,45 days,c,
Florida Real Estate Postlicensing for Sales Associates,6.16,Which of the following is a protected class by the Florida Fair Housing Act?,Race,Marital status,Age,Occupation,a,
Florida Real Estate Postlicensing for Sales Associates,6.17,"In Florida, what is the maximum the landlord can require for an apartment deposit? ",First month’s rent,There is no maximum,The first and last month’s rent,Three month’s rent,b,
Florida Real Estate Postlicensing for Sales Associates,6.18,Residential tenants are subject to which of the following requirements? ,Exterminating pests,Installing smoke detectors,Maintaining the heating system,Removing garbage and cleaning plumbing fixtures,d,
Florida Real Estate Postlicensing for Sales Associates,6.19,"If a landlord does not maintain the premises as required by law, how can the tenant terminate the rental agreement?",By providing a written 7-day notice specifying the noncompliance and intention to terminate,The tenant will have to remain until the end of the lease,By providing a written 3-day notice with the intention to terminate,By calling the landlord with witnesses nearby,a,
Florida Real Estate Postlicensing for Sales Associates,6.20,What can a landlord charge the tenant for?,Smoke detectors,Broken plumbing,Garbage removal,Inoperable AC,c,
Florida Real Estate Postlicensing for Sales Associates,7.1,The distinguishing features of a condominium estate are,ownership of a share in an association that owns one's apartment,tenancy in common interest in airspace and common areas of the property,fee simple ownership of the airspace in a unit and an undivided share of the entire property's common areas,fee simple ownership of a pro rata share of the entire property,c,
Florida Real Estate Postlicensing for Sales Associates,7.2,Who owns the property in a time-share estate?,Ownership is shared by the developer and the broker,The property is owned by tenants in common or by a freehold owner who leases on a time-share basis,A real estate investment trust holds a fee simple estate,A general partner holds a fee simple interest and interval estates are owned by limited partners,b,
Florida Real Estate Postlicensing for Sales Associates,7.3,Which of the following is true of a cooperative?,A cooperative may hold an owner liable for the unpaid operating expenses of other owners,The owners have a fee simple interest in the airspace of their respective apartments,Owners may retain their apartments even if they sell their stock in the cooperative,The proprietary lease is guaranteed to have a fixed rate of rent over the life of the lease term,a,
Florida Real Estate Postlicensing for Sales Associates,7.4,One difference between a cooperative estate and a condominium estate is that,"a default by a coop owner may cause a foreclosure on the entire property instead of just a single unit, as with a condominium",the condominium owner must pay expenses as well as rent,the coop owner owns stock and a freehold real estate interest whereas the condominium owner simply owns real estate,the condominium owner owns the common elements and the airspace whereas the coop owner only owns the apartment,a,
Florida Real Estate Postlicensing for Sales Associates,7.5,"Which disclosure requirement is consistent for condominiums, cooperatives, and HOAs?",Budget estimates,Right to cancel,Exchange program membership,No guaranteed selling price,b,
Florida Real Estate Postlicensing for Sales Associates,7.6,Which type of sale allows a 10-day right to cancel?,Homeowners’ Association,Condominium,Cooperative,Timeshare,d,
Florida Real Estate Postlicensing for Sales Associates,7.7,Which sale requires a Governance Form to be provided to buyers?,Condominium resales,Timeshare sales,Cooperative initial sales,HOA unit sales,a,
Florida Real Estate Postlicensing for Sales Associates,7.8,Which sale requires a disclosure summary?,CDD,HOA,Timeshare,Cooperative,b,
Florida Real Estate Postlicensing for Sales Associates,7.9,A _______ lease has no stated or fixed rent,quid-pro-quo,gross,proprietary,modified gross,c,
Florida Real Estate Postlicensing for Sales Associates,7.10,The Cooperative Act allows buyers to cancel the contract within ___ days of the buyer signing the contract,10,12,5,15,d,
Florida Real Estate Postlicensing for Sales Associates,7.11,What is the CDD responsible for?,Pool maintenance,Storm water management,Maintaining the roof,Lawn maintenance,b,
Florida Real Estate Postlicensing for Sales Associates,7.12,Within how many days can buyers cancel a time share agreement without penalty?,10 days,15 days,5 days,20 days,a,
Florida Real Estate Postlicensing for Sales Associates,7.13,What is the difference between condominium ownership and co-op ownership? ,The condominium owner uses a proprietary lease,"A co-op owner owns a share of swimming pools, lobbies, and hallways",The co-op owner owns neither a unit nor an undivided interest in the common elements,A co-op owner owns an actual unit,c,
Florida Real Estate Postlicensing for Sales Associates,7.14,The scheduled use of a time-share is typically denominated in terms of _____,weeks or months,months or years,days or weeks,quarters or years,a,
Florida Real Estate Postlicensing for Sales Associates,7.15,Sellers of timeshare plans must hold a real estate license unless they are ,paid a commission on the sale,title company agents,paid based on individual transactions,owners who occupy the timeshare for their own use,d,
Florida Real Estate Postlicensing for Sales Associates,8.1,The process of enforcing a lien by forcing sale of the lienee's property is called,execution,attachment,foreclosure,subordination,c,
Florida Real Estate Postlicensing for Sales Associates,8.2,An important difference between a judicial foreclosure and a non-judicial foreclosure is,there is no right to redeem the property in a non-judicial foreclosure,a judicial foreclosure forces a sale of the property,a non-judicial foreclosure ensures that all liens are paid in order of priority,the lienor receives title directly in a non-judicial foreclosure,a,
Florida Real Estate Postlicensing for Sales Associates,8.3,A defaulting borrower may avoid foreclosure by giving the mortgagee,a promissory note,a deed in lieu of foreclosure,a redemption notice,a lis pendens,b,
Florida Real Estate Postlicensing for Sales Associates,8.4,The person who executes a mortgage is called the,executor,trustor,mortgagor,mortgagee,c,
Florida Real Estate Postlicensing for Sales Associates,8.5,Why is mortgage priority important to a mortgage lender?,It establishes the level of lender risk,It determines the importance of the loan in the lender’s portfolio,It reassures the borrower that the lender will give full attention to servicing of the loan,"It makes recording of the loan unnecessary, thereby saving the lender money",a,
Florida Real Estate Postlicensing for Sales Associates,8.6,A _____ occurs when a property owner owes more than the resale value and loan pay-off,strict foreclosure,short sale,non-judicial foreclosure,lis pendens,b,
Florida Real Estate Postlicensing for Sales Associates,8.7,When can an equitable redemption occur?,Any time before the foreclosure sale is concluded,Within 15 days of filing for foreclosure,After the property has been auctioned off,Within 10 days of the foreclosure suit,a,
